,モニターID.11桁.,居住都道府県.参考.,居住エリア,年齢.5才刻み.,年齢.10才刻み.,世代,性別,性年代,メディアターゲット区分,未既婚,職業,職業.詳細.,職種,仕事環境,個人年収,X1ヶ月平均小遣い,最終学歴,家族人数,家族構成,世帯年収,家屋形態,生協加入有無,配偶者の同居有無,同居配偶者年齢.5才刻み.,同居配偶者年齢.10才刻み.,同居配偶者職業,末子年齢,家族人員.17才以下男子.,家族人員.17才以下女子.,家族人員.0.2才.乳児..,家族人員.3.5才.就学前児童..,家族人員.6.11才.小学生..,家族人員.12.14才.中学生..,家族人員.15.17才.高校生..,家族人員.65才以上.,自動車.自家用車保有.有無,同居子供人数.17才以下.,同居子供人数.14才以下.
168,50000023329,20,5,9,5,3,2,11,4,1,6,11,12,7,10,2,5,3,3,4,1,1,1,8,4,3,1,2,2,2,2,2,2,2,2,1,1,1
169,50000387540,9,3,5,3,6,2,9,3,1,3,5,9,4,2,3,3,6,4,5,1,2,1,5,3,3,6,1,1,2,2,2,1,2,1,1,3,3
170,50000297643,23,6,9,5,3,2,11,4,1,6,11,12,7,10,3,5,1,1,1,3,2,2,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
171,50000435554,12,4,7,4,4,1,4,6,1,1,4,3,1,7,3,6,4,3,3,1,2,1,6,3,11,4,1,1,2,2,1,2,2,2,1,3,3
172,50000496835,26,7,6,4,5,2,10,3,1,5,9,1,1,2,3,2,3,3,2,1,2,1,7,4,4,5,2,1,2,2,1,2,2,2,1,2,2
173,50000122746,43,10,10,6,2,1,6,7,1,2,2,1,1,5,6,6,2,2,2,1,2,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
174,50000415952,9,3,8,5,4,1,5,7,1,1,4,9,1,9,4,5,5,3,5,1,2,1,7,4,9,5,1,1,2,2,1,2,1,2,1,3,2
175,50000323764,43,10,8,5,4,1,5,7,1,1,4,9,4,1,4,2,1,1,1,2,2,2,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
176,50000030737,12,4,8,5,4,1,5,7,1,1,3,2,3,9,4,3,3,3,5,3,2,1,6,3,13,7,2,1,2,2,2,2,1,2,1,2,1
177,50000300926,37,9,8,5,4,1,5,7,2,5,9,9,5,3,3,2,4,3,4,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
178,50000131961,27,7,7,4,4,2,10,3,2,3,5,1,1,3,3,2,1,1,1,1,1,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
179,50000063839,38,9,6,4,5,2,10,3,2,8,16,12,7,10,2,6,5,3,2,1,1,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
180,50000082617,11,4,8,5,4,1,5,7,1,1,4,2,3,9,4,6,3,3,5,1,2,1,7,4,5,1,2,2,2,2,2,2,2,2,1,1,1
181,50000101992,7,2,5,3,6,2,9,3,2,1,4,1,1,3,3,4,5,4,5,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
182,50000015338,22,6,9,5,3,1,5,7,2,1,3,4,1,6,2,6,5,4,4,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
183,50000483605,27,7,7,4,4,1,4,6,1,2,2,8,2,4,3,4,3,3,1,3,2,1,5,3,11,7,1,2,2,2,2,2,1,2,2,2,1
184,50000423782,40,10,5,3,6,1,3,6,1,1,4,3,1,5,4,4,4,3,4,1,2,1,4,2,4,6,1,1,2,2,2,1,1,2,1,3,2
185,50000394745,27,7,10,6,2,2,12,4,1,6,11,12,7,10,3,2,2,2,1,3,1,1,9,5,2,1,2,2,2,2,2,2,2,1,2,1,1
186,50000136345,14,4,6,4,5,2,10,3,1,1,4,1,1,2,3,6,4,3,3,1,1,1,6,3,4,3,1,2,2,1,1,2,2,2,1,3,3
187,50000462293,7,2,8,5,4,2,11,4,1,2,2,11,1,2,2,4,2,2,1,1,2,1,4,2,2,1,2,2,2,2,2,2,2,2,1,1,1
188,50000034810,23,6,5,3,6,2,9,3,2,3,5,1,1,4,4,6,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
189,50000079621,30,7,6,4,5,1,4,6,1,1,1,5,2,9,5,4,4,3,5,1,2,1,5,3,9,4,1,1,2,2,1,2,2,2,1,3,3
190,50000062030,24,6,5,3,6,1,3,6,1,1,4,2,3,6,3,6,2,2,3,2,2,1,5,3,5,1,2,2,2,2,2,2,2,2,1,1,1
191,50000034371,13,4,9,5,3,2,11,4,2,1,3,1,1,8,10,6,1,1,4,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
192,50000220345,31,8,5,3,6,1,3,6,2,1,4,9,4,5,4,2,4,3,5,1,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
193,50000031824,1,1,7,4,4,2,10,3,2,3,5,1,1,3,1,5,1,1,1,2,1,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
194,50000016457,45,10,5,3,6,2,9,3,2,8,16,12,7,10,2,4,3,5,1,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
195,50000382654,1,1,9,5,3,1,5,7,1,3,5,3,1,5,4,6,3,3,2,1,2,1,7,4,11,1,2,2,2,2,2,2,2,2,1,1,1
196,50000094425,13,4,5,3,6,1,3,6,2,1,4,1,1,3,4,5,1,1,1,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
197,50000201389,1,1,5,3,6,2,9,3,1,8,16,12,7,10,1,4,2,2,1,2,2,1,4,2,5,1,2,2,2,2,2,2,2,2,1,1,1
198,50000393929,39,9,8,5,4,1,5,7,1,1,1,1,1,7,3,7,2,2,4,1,2,1,7,4,9,1,2,2,2,2,2,2,2,2,1,1,1
199,50000128733,16,5,7,4,4,1,4,6,1,1,6,1,1,10,4,7,3,3,4,1,1,1,5,3,6,5,1,2,2,2,1,2,2,2,1,2,2
200,50000039309,25,7,5,3,6,1,3,6,1,1,4,2,1,9,3,6,5,3,5,3,2,1,4,2,11,2,1,1,1,1,1,2,2,2,1,4,4
201,50000187559,21,6,10,6,3,1,6,7,1,4,10,6,2,2,1,2,2,2,1,2,2,1,9,5,10,1,2,2,2,2,2,2,2,2,2,1,1
202,50000299822,22,6,5,3,6,1,3,6,2,1,4,3,1,4,5,7,3,4,3,1,1,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
203,50000040350,23,6,8,5,4,1,5,7,1,1,6,1,1,9,3,6,4,3,5,1,1,1,7,4,11,1,2,2,2,2,2,2,2,2,1,1,1
204,50000020700,23,6,7,4,4,2,10,3,1,2,2,2,3,1,2,3,4,3,3,1,2,1,6,3,1,7,1,2,2,2,2,2,1,2,1,2,1
205,50000308398,20,5,4,3,6,1,3,5,2,1,4,4,1,4,4,7,1,1,1,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
206,50000024100,7,2,4,3,6,2,9,2,1,1,4,5,2,3,3,4,3,3,1,2,1,1,2,1,4,3,1,2,2,1,2,2,2,2,1,2,2
207,50000470049,11,4,9,5,3,1,5,7,1,3,5,9,4,4,3,4,3,3,3,1,1,1,9,5,13,1,2,2,2,2,2,2,2,2,1,1,1
208,50000088104,24,6,6,4,5,2,10,3,1,1,4,1,1,2,4,6,5,4,5,1,2,1,5,3,4,3,2,1,2,1,2,2,2,1,1,2,2
209,50000417972,33,8,8,5,4,2,11,4,1,5,8,5,1,1,3,4,3,3,5,1,2,1,7,4,6,1,2,2,2,2,2,2,2,2,1,1,1
210,50000463170,13,4,10,6,3,1,6,7,2,2,2,6,1,5,4,6,2,3,3,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
211,50000383510,11,4,7,4,4,1,4,6,1,1,3,2,1,9,3,6,5,3,5,1,2,1,6,3,11,4,1,2,2,2,1,1,2,2,1,4,4
212,50000275833,13,4,7,4,4,1,4,6,2,1,4,3,1,4,3,4,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
213,50000140944,40,10,8,5,4,1,5,7,2,1,3,1,1,5,10,4,2,3,2,3,2,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
214,50000365700,39,9,7,4,4,1,4,6,2,8,16,12,7,10,3,6,2,3,1,4,2,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
215,50000481339,13,4,8,5,4,2,11,4,1,5,9,1,1,1,3,5,4,3,5,1,1,1,7,4,3,1,2,2,2,2,2,2,2,2,1,1,1
216,50000242091,7,2,5,3,6,1,3,6,1,1,4,5,1,5,5,6,6,5,5,1,1,1,4,2,4,2,1,1,1,2,1,2,2,1,1,3,3
217,50000081494,22,6,10,6,3,2,12,4,1,1,6,1,2,8,3,6,2,2,4,1,2,1,9,5,9,1,2,2,2,2,2,2,2,2,1,1,1
218,50000037267,15,5,10,6,2,1,6,7,1,8,16,12,7,10,9,6,3,3,5,1,2,1,9,5,9,1,2,2,2,2,2,2,2,1,1,1,1
219,50000419333,22,6,2,2,7,1,2,5,2,7,13,12,7,10,6,8,1,1,1,2,1,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
220,50000440748,40,10,8,5,4,2,11,4,2,4,10,5,2,3,3,4,2,3,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
221,50000201476,14,4,3,2,7,2,8,2,1,5,9,7,2,1,3,6,2,2,2,3,2,1,3,2,6,1,2,2,2,2,2,2,2,2,1,1,1
222,50000040376,25,7,9,5,3,1,5,7,1,1,4,9,4,5,3,2,5,3,4,1,2,1,7,4,11,1,2,2,2,2,2,2,2,2,1,1,1
223,50000038783,25,7,6,4,5,2,10,3,1,6,11,12,7,10,3,6,4,3,4,1,2,1,4,2,4,5,1,2,2,2,1,1,2,2,1,3,3
224,50000380862,14,4,10,6,3,1,6,7,1,8,16,12,7,10,3,3,2,2,1,1,1,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
225,50000032093,14,4,8,5,4,2,11,4,1,2,2,6,3,2,4,5,4,3,5,3,1,1,7,4,3,1,2,2,2,2,2,2,2,2,1,1,1
226,50000035330,23,6,8,5,4,2,11,4,1,5,9,7,2,1,3,2,4,3,5,3,2,1,7,4,9,6,1,2,2,2,2,1,2,2,1,2,2
227,50000273176,11,4,6,4,5,1,4,6,2,5,9,7,2,1,5,6,4,3,5,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
228,50000110252,19,3,4,3,6,1,3,5,2,1,4,4,1,9,9,7,1,1,5,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
229,50000275376,34,8,5,3,6,1,3,6,2,1,4,9,4,3,3,3,1,1,1,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
230,50000245686,23,6,8,5,4,2,11,4,1,5,9,11,2,1,2,2,4,3,2,1,2,1,8,4,4,1,2,2,2,2,2,2,2,2,1,1,1
231,50000197672,40,10,9,5,3,2,11,4,1,1,4,5,2,3,2,4,4,3,3,3,1,1,8,4,2,1,2,2,2,2,2,2,2,2,1,1,1
232,50000435611,13,4,5,3,6,2,9,3,2,1,4,1,1,3,4,2,3,3,2,4,2,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
233,50000068345,23,6,7,4,4,1,4,6,2,1,4,4,1,4,3,3,4,3,3,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
234,50000500530,13,4,9,5,3,1,5,7,1,1,4,9,5,5,3,3,4,3,4,4,1,1,7,4,11,1,2,2,2,2,2,2,2,2,1,1,1
235,50000433693,14,4,10,6,2,2,12,4,1,6,11,12,7,10,3,6,3,3,4,3,1,1,9,5,13,1,2,2,2,2,2,2,2,1,2,1,1
236,50000392385,25,7,8,5,4,1,5,7,2,2,2,8,1,3,5,4,1,1,1,1,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
237,50000295053,27,7,9,5,3,2,11,4,2,2,2,3,1,4,4,6,2,3,2,1,1,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
238,50000377510,27,7,6,4,5,1,4,6,2,1,3,9,4,9,6,6,3,3,5,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
239,50000039350,13,4,5,3,6,2,9,3,2,3,5,1,1,5,4,4,1,1,2,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
240,50000070321,14,4,10,6,3,2,12,4,1,6,11,12,7,10,3,2,2,2,1,3,2,1,9,5,13,1,2,2,2,2,2,2,2,2,2,1,1
241,50000015808,34,8,7,4,4,1,4,6,1,1,3,3,1,7,3,4,6,3,3,1,2,1,5,3,11,5,1,1,2,2,1,1,1,2,1,4,4
242,50000023318,23,6,7,4,4,1,4,6,1,1,3,5,2,7,4,6,4,3,3,1,2,1,5,3,13,5,2,1,2,2,1,1,2,2,1,3,3
243,50000118119,43,10,5,3,6,2,9,3,2,1,4,1,1,3,4,6,4,3,2,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
244,50000187931,13,4,5,3,6,1,3,6,2,3,5,3,2,2,2,4,3,3,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
245,50000049885,37,9,10,6,2,1,6,7,1,8,16,12,7,10,4,6,3,3,2,1,1,1,9,5,11,1,2,2,2,2,2,2,2,1,1,1,1
246,50000015587,12,4,8,5,4,1,5,7,1,1,3,3,1,7,3,4,3,3,3,1,1,1,7,4,9,7,2,1,2,2,2,2,1,2,1,2,1
247,50000249851,23,6,9,5,3,1,5,7,1,2,2,8,1,2,3,6,3,3,1,3,1,1,8,4,9,1,2,2,2,2,2,2,2,2,1,1,1
248,50000441881,24,6,4,3,6,2,9,2,1,5,9,1,1,2,2,6,3,3,2,1,2,1,3,2,4,3,1,2,2,1,2,2,2,2,1,2,2
249,50000111613,14,4,9,5,3,1,5,7,1,2,2,1,1,3,6,6,2,2,1,1,1,1,8,4,9,1,2,2,2,2,2,2,2,2,2,1,1
250,50000110903,13,4,4,3,6,1,3,5,1,1,4,5,1,9,7,6,3,3,5,3,1,1,4,2,4,3,1,2,2,1,2,2,2,2,2,2,2
251,50000342340,23,6,2,2,7,1,2,5,2,1,4,3,2,3,4,6,5,4,4,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
252,50000058755,26,7,10,6,2,2,12,4,1,4,7,7,5,10,2,2,2,2,1,5,2,1,9,5,2,1,2,2,2,2,2,2,2,1,1,1,1
253,50000064290,2,2,10,6,3,2,12,4,1,6,11,12,7,10,3,3,5,4,2,1,1,1,9,5,13,7,2,1,2,2,2,2,1,1,2,2,1
254,50000199655,12,4,8,5,4,1,5,7,1,1,4,3,1,6,3,7,4,3,3,3,1,1,5,3,3,6,1,1,2,2,2,1,1,2,1,3,2
255,50000045727,13,4,6,4,5,1,4,6,2,2,2,1,1,6,3,6,1,1,2,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
256,50000298267,9,3,8,5,4,2,11,4,1,5,9,7,2,1,3,4,4,3,5,1,1,1,8,4,4,1,2,2,2,2,2,2,2,2,1,1,1
257,50000443045,18,5,5,3,6,1,3,6,1,1,4,2,3,5,3,6,2,2,2,1,2,1,5,3,9,1,2,2,2,2,2,2,2,2,1,1,1
258,50000299661,11,4,6,4,5,1,4,6,2,8,16,12,7,10,2,4,1,1,1,1,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
259,50000084478,16,5,8,5,4,1,5,7,1,1,4,8,4,4,3,6,4,3,3,1,2,1,5,3,4,7,1,2,2,2,2,2,1,2,1,2,1
260,50000138381,10,3,7,4,4,2,10,3,1,5,9,5,2,2,4,2,3,3,5,1,2,1,8,4,4,1,2,2,2,2,2,2,2,2,1,1,1
261,50000141618,11,4,6,4,5,2,10,3,1,5,9,7,2,3,3,5,5,4,4,1,2,1,5,3,4,4,2,1,2,2,1,2,1,1,1,3,2
262,50000083233,23,6,9,5,3,1,5,7,1,1,3,3,1,9,6,6,1,1,5,1,1,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
263,50000295546,14,4,10,6,3,1,6,7,1,2,2,3,1,2,2,6,3,3,2,3,1,1,8,4,7,1,2,2,2,2,2,2,2,2,1,1,1
264,50000230426,22,6,3,2,7,1,2,5,2,1,4,9,4,5,3,7,1,1,2,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
265,50000400493,27,7,6,4,5,2,10,3,2,1,4,1,1,4,3,2,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
266,50000304630,27,7,3,2,7,2,8,2,2,1,4,9,1,3,4,6,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
267,50000032768,28,7,8,5,4,1,5,7,2,2,2,7,2,3,5,3,2,3,2,3,1,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
268,50000036106,14,4,8,5,4,1,5,7,1,1,3,2,1,9,4,7,2,2,5,1,2,1,7,4,13,1,2,2,2,2,2,2,2,2,1,1,1
269,50000297859,21,6,10,6,2,1,6,7,2,3,5,11,2,3,4,2,1,1,1,2,1,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
270,50000393167,14,4,9,5,3,1,5,7,2,1,4,3,1,4,4,6,1,1,1,1,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
271,50000298856,14,4,6,4,5,2,10,3,2,1,4,1,1,3,4,6,3,5,2,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
272,50000410401,28,7,10,6,2,2,12,4,1,6,11,12,7,10,2,3,3,3,1,1,2,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
273,50000074053,34,8,7,4,4,2,10,3,2,1,4,1,1,3,3,6,3,3,1,4,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
274,50000235896,40,10,9,5,3,2,11,4,1,6,11,12,7,10,3,2,3,3,4,1,1,1,8,4,3,1,2,2,2,2,2,2,2,2,1,1,1
275,50000391006,2,2,4,3,6,1,3,5,2,7,15,12,7,10,3,8,3,3,3,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
276,50000104901,11,4,6,4,5,2,10,3,2,5,9,7,2,2,3,5,2,3,1,3,1,3,10,6,14,1,2,2,2,2,2,2,2,1,2,1,1
277,50000018310,7,2,6,4,5,2,10,3,1,5,9,1,1,2,3,3,3,3,4,2,2,1,6,3,3,7,1,2,2,2,2,2,1,2,1,2,1
278,50000033065,46,10,6,4,5,1,4,6,1,1,6,1,2,7,4,6,4,3,4,1,2,1,6,3,9,4,2,1,2,2,1,2,1,2,1,3,2
279,50000067100,14,4,8,5,4,1,5,7,1,1,4,2,1,7,4,6,5,4,5,1,1,1,6,3,9,4,2,1,2,2,1,2,2,1,1,2,2
280,50000271153,4,2,4,3,6,1,3,5,1,2,2,2,1,4,4,6,3,3,4,1,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
281,50000491468,40,10,9,5,3,2,11,4,1,6,11,12,7,10,2,4,2,2,4,3,2,1,7,4,3,1,2,2,2,2,2,2,2,2,1,1,1
282,50000103668,13,4,7,4,4,1,4,6,1,1,4,2,3,9,5,2,4,3,5,1,1,1,5,3,11,4,2,1,2,2,1,1,2,2,1,3,3
283,50000161361,34,8,6,4,5,2,10,3,1,2,2,6,1,3,10,3,1,1,1,2,2,2,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
284,50000290357,27,7,4,3,6,1,3,5,1,1,4,2,3,6,3,6,3,3,2,1,2,1,3,2,11,2,1,2,1,2,2,2,2,2,1,2,2
285,50000332359,1,1,8,5,4,1,5,7,2,3,5,7,2,3,3,6,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
286,50000346055,13,4,9,5,3,1,5,7,1,1,4,1,1,4,5,6,4,3,1,3,1,1,6,3,13,7,2,1,2,2,2,2,1,2,1,2,1
287,50000096096,13,4,3,2,7,2,8,2,1,1,4,3,2,4,4,6,2,2,4,2,1,1,2,1,4,1,2,2,2,2,2,2,2,2,2,1,1
288,50000280531,27,7,7,4,4,2,10,3,2,5,9,9,2,3,3,2,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
289,50000044116,10,3,5,3,6,1,3,6,1,1,4,1,1,7,2,7,4,3,3,1,1,1,5,3,4,2,2,1,1,2,1,2,2,2,1,3,3
290,50000137049,22,6,9,5,3,2,11,4,1,3,5,9,4,3,3,3,1,1,1,2,2,2,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
291,50000422857,36,9,8,5,4,1,5,7,1,1,4,9,4,5,3,6,3,3,5,1,1,1,7,4,6,1,2,2,2,2,2,2,2,2,1,1,1
292,50000045191,18,5,6,4,5,1,4,6,2,5,9,9,5,3,4,6,4,3,1,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
293,50000473149,11,4,5,3,6,1,3,6,1,1,4,3,4,4,3,4,4,3,1,1,1,1,4,2,13,3,2,1,2,1,1,2,2,2,1,3,3
294,50000190843,28,7,9,5,3,2,11,4,1,5,9,1,1,1,2,4,2,2,1,5,1,1,8,4,9,1,2,2,2,2,2,2,2,2,1,1,1
295,50000406129,26,7,4,3,6,1,3,5,1,1,4,9,1,4,2,6,3,3,3,3,1,1,3,2,5,3,1,2,2,1,2,2,2,2,1,2,2
296,50000501172,25,7,3,2,7,1,2,5,2,1,4,1,1,3,7,6,5,3,5,1,1,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
297,50000011930,4,2,10,6,3,2,12,4,1,6,11,12,7,10,2,2,1,1,1,2,1,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
298,50000093156,39,9,5,3,6,1,3,6,1,1,6,1,1,5,5,6,4,3,4,2,1,1,4,2,6,2,2,1,1,1,2,2,2,2,1,3,3
299,50000481782,28,7,10,6,3,1,6,7,1,8,16,12,7,10,4,2,2,2,1,3,1,1,9,5,11,1,2,2,2,2,2,2,2,2,1,1,1
300,50000166118,28,7,5,3,6,2,9,3,2,1,4,1,1,6,4,6,3,3,3,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
301,50000139030,23,6,7,4,4,2,10,3,1,5,9,7,2,1,3,2,2,2,2,2,2,1,6,3,4,1,2,2,2,2,2,2,2,2,1,1,1
302,50000027969,1,1,8,5,4,1,5,7,1,1,6,1,1,9,4,7,2,2,4,4,2,1,6,3,13,1,2,2,2,2,2,2,2,2,1,1,1
303,50000121983,1,1,4,3,6,1,3,5,2,1,4,5,2,5,7,6,3,4,3,1,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
304,50000324569,11,4,10,6,2,2,12,4,2,8,16,12,7,10,4,6,2,3,2,3,2,3,10,6,14,1,2,2,2,2,2,2,2,1,1,1,1
305,50000492194,13,4,9,5,3,2,11,4,1,5,9,9,2,1,3,5,3,3,2,1,1,1,9,5,5,1,2,2,2,2,2,2,2,1,1,1,1
306,50000279831,37,9,5,3,6,1,3,6,1,1,4,2,3,5,3,6,2,2,2,1,2,1,4,2,11,1,2,2,2,2,2,2,2,2,1,1,1
307,50000274011,28,7,6,4,5,1,4,6,1,1,3,3,1,7,3,6,4,3,3,1,2,1,3,2,11,4,1,1,2,2,1,1,2,2,1,3,3
308,50000109006,3,2,10,6,3,1,6,7,1,5,9,9,5,3,3,1,3,3,1,1,1,1,9,5,9,1,2,2,2,2,2,2,2,1,1,1,1
309,50000325092,23,6,8,5,4,1,5,7,1,1,3,3,1,8,3,2,2,2,4,3,2,1,6,3,9,1,2,2,2,2,2,2,2,2,1,1,1
310,50000076070,14,4,10,6,3,1,6,7,1,8,16,12,7,10,3,6,2,2,2,3,2,1,8,4,13,1,2,2,2,2,2,2,2,2,1,1,1
311,50000252881,19,3,5,3,6,1,3,6,2,1,6,1,1,6,4,7,1,1,3,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
312,50000217959,35,8,4,3,6,1,3,5,2,1,4,3,1,3,3,2,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
313,50000049684,9,3,8,5,4,2,11,4,2,1,4,9,1,5,5,3,1,1,2,1,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
314,50000297697,30,7,10,6,3,2,12,4,1,1,6,1,2,3,3,6,5,4,1,1,1,1,9,5,13,1,2,2,2,2,2,2,2,1,1,1,1
315,50000421155,26,7,10,6,3,1,6,7,2,1,4,9,2,7,6,6,1,1,3,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
316,50000047523,14,4,4,3,6,1,3,5,2,1,6,1,1,7,3,7,1,1,3,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
317,50000018437,13,4,10,6,3,1,6,7,1,1,3,1,1,9,4,7,3,3,5,3,2,1,8,4,11,1,2,2,2,2,2,2,2,2,2,1,1
318,50000474529,8,3,4,3,6,1,3,5,2,3,5,1,1,4,9,6,3,3,4,1,2,3,10,6,14,1,2,2,2,2,2,2,2,2,1,1,1
319,50000491379,13,4,3,2,7,1,2,5,2,1,4,5,2,5,4,6,2,5,2,2,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
320,50000439857,13,4,4,3,6,1,3,5,1,1,4,3,1,7,3,7,2,2,4,3,2,1,2,1,4,1,2,2,2,2,2,2,2,2,2,1,1
321,50000122160,44,10,9,5,3,1,5,7,1,1,6,5,2,7,2,6,3,3,3,3,1,1,9,5,13,1,2,2,2,2,2,2,2,2,1,1,1
322,50000082686,13,4,10,6,3,2,12,4,2,1,6,1,1,5,7,6,3,3,5,1,1,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
323,50000024134,46,10,7,4,4,1,4,6,1,1,3,5,2,7,4,5,2,2,5,1,2,1,5,3,4,1,2,2,2,2,2,2,2,2,1,1,1
324,50000074470,22,6,10,6,2,1,6,7,1,8,16,12,7,10,4,2,2,2,1,1,2,1,8,4,9,1,2,2,2,2,2,2,2,1,1,1,1
325,50000020024,14,4,7,4,4,2,10,3,1,6,11,12,7,10,3,5,2,2,2,1,2,1,6,3,3,1,2,2,2,2,2,2,2,2,1,1,1
326,50000014733,23,6,5,3,6,2,9,3,2,1,4,2,3,4,4,6,1,1,1,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
327,50000030155,12,4,5,3,6,1,3,6,2,3,5,1,1,3,3,6,2,5,2,1,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
328,50000020656,11,4,9,5,3,1,5,7,1,1,4,1,1,5,3,6,3,3,4,3,2,1,7,4,4,1,2,2,2,2,2,2,2,2,1,1,1
329,50000422865,13,4,7,4,4,1,4,6,2,1,3,1,1,5,6,6,3,4,5,1,1,3,10,6,14,5,1,2,2,2,1,2,2,1,1,2,2
330,50000267439,23,6,8,5,4,2,11,4,1,1,4,1,1,3,2,5,4,3,2,1,2,1,8,4,2,1,2,2,2,2,2,2,2,2,1,1,1
331,50000485284,14,4,6,4,5,1,4,6,1,1,4,3,1,8,3,6,2,2,5,3,2,1,7,4,5,1,2,2,2,2,2,2,2,2,2,1,1
332,50000393294,13,4,4,3,6,1,3,5,2,1,4,1,1,5,4,4,1,1,2,3,2,3,10,6,14,1,2,2,2,2,2,2,2,2,2,1,1
333,50000061007,24,6,9,5,3,2,11,4,1,6,11,12,7,10,3,6,2,2,4,1,1,1,9,5,2,1,2,2,2,2,2,2,2,2,1,1,1
334,50000436412,27,7,10,6,2,1,6,7,1,2,2,6,1,6,4,6,2,2,4,1,1,1,9,5,5,1,2,2,2,2,2,2,2,1,1,1,1
335,50000108798,24,6,9,5,3,1,5,7,1,1,4,1,1,4,3,6,3,3,2,1,1,1,8,4,4,1,2,2,2,2,2,2,2,2,1,1,1
